Time,Altitude ,Pressure,Velocity,Tempurature,Events,Voltage
117.25,2744.271,894.6,-103.6667,79.7,-,9.15986
117.3,2738.233,894.8,-100.7619,79.7,-,9.15986
117.35,2726.158,895.2,-103.5714,79.7,-,9.15986
117.4,2717.106,895.5,-109.2857,79.7,-,9.15986
117.45,2711.072,895.7,-115.0476,79.7,-,9.15986
117.5,2711.072,895.7,-106.381,79.7,-,9.15986
117.55,2702.023,896,-115,79.7,-,9.15986
117.6,2695.992,896.2,-109.2381,79.7,-,9.15986
117.65,2689.962,896.4,-106.3333,79.7,-,9.15986
117.7,2686.948,896.5,-106.3333,79.7,-,9.15986
117.75,2680.92,896.7,-106.3333,79.7,-,9.15986
117.8,2677.906,896.8,-106.3333,79.7,-,9.15986
117.85,2671.88,897,-106.3333,79.7,-,9.15986
117.9,2668.867,897.1,-106.3333,79.7,-,9.15986
117.95,2662.842,897.3,-109.2381,79.7,-,9.15986
118,2659.829,897.4,-112.0952,79.7,-,9.15986
118.05,2656.818,897.5,-112.0952,79.7,-,9.15986
118.1,2653.807,897.6,-106.3333,79.7,-,9.15986
118.15,2653.807,897.6,-100.5714,79.7,-,9.15986
118.2,2656.818,897.5,-97.71429,79.7,-,9.15986
118.25,2656.818,897.5,-91.95238,79.7,-,9.15986
118.3,2653.807,897.6,-86.19048,79.7,-,9.15986
118.35,2653.807,897.6,-80.42857,79.7,-,9.15986
118.4,2653.807,897.6,-68.95238,79.7,-,9.15986
118.45,2659.829,897.4,-54.61905,79.7,-,9.15986
118.5,2659.829,897.4,-48.85714,79.7,-,9.15986
118.55,2656.818,897.5,-51.71429,79.7,-,9.15986
118.6,2647.784,897.8,-51.71429,79.7,-,9.15986
118.65,2641.763,898,-51.66667,79.7,-,9.15986
118.7,2632.734,898.3,-54.52381,79.7,-,9.15986
118.75,2629.723,898.4,-54.52381,79.7,-,9.15986
118.8,2629.723,898.4,-48.76191,79.7,-,9.15986
118.85,2617.689,898.8,-57.38095,79.7,-,9.15986
118.9,2611.673,899,-57.33333,79.7,-,9.15986
118.95,2602.652,899.3,-63.04762,79.7,-,9.15986
119,2599.644,899.4,-60.14286,79.7,-,9.15986
119.05,2593.633,899.6,-63,79.7,-,9.15986
119.1,2587.622,899.8,-65.85714,79.7,-,9.15986
119.15,2584.615,899.9,-65.85714,79.7,-,9.15986
119.2,2578.607,900.1,-71.57143,79.7,-,9.15986
119.25,2569.593,900.4,-83,79.7,-,9.15986
119.3,2572.598,900.3,-80.14286,79.7,-,9.15986
119.35,2566.59,900.5,-83,79.7,-,9.15986
119.4,2560.583,900.7,-88.71429,79.7,-,9.15986
119.45,2551.575,901,-97.28571,79.7,-,9.15986
119.5,2551.575,901,-103,79.7,-,9.15986
119.55,2545.571,901.2,-108.7143,79.7,-,9.15986
119.6,2536.568,901.5,-114.4286,79.7,-,9.15986
119.65,2527.567,901.8,-114.381,79.7,-,9.15986
119.7,2521.567,902,-114.381,79.7,-,9.15986
119.75,2518.568,902.1,-108.619,79.7,-,9.15986
119.8,2512.57,902.3,-111.4762,79.7,-,9.15986
119.85,2506.573,902.5,-117.1905,79.7,-,9.15986
119.9,2503.576,902.6,-108.5714,79.7,-,9.15986
119.95,2497.58,902.8,-108.5714,79.7,-,9.15986
120,2497.58,902.8,-100,79.7,-,9.15986
120.05,2491.585,903,-102.8571,79.7,-,9.15986
120.1,2485.592,903.2,-102.8571,79.7,-,9.15986
120.15,2479.6,903.4,-102.8571,79.7,-,9.15986
120.2,2473.61,903.6,-105.7143,79.7,-,9.15986
120.25,2470.614,903.7,-102.8571,79.7,-,9.15986
120.3,2467.62,903.8,-97.14286,79.7,-,9.15986
120.35,2464.624,903.9,-102.8571,79.7,-,9.15986
120.4,2461.631,904,-100,79.7,-,9.15986
120.45,2455.643,904.2,-100,79.7,-,9.15986
120.5,2455.643,904.2,-91.42857,79.7,-,9.15986
120.55,2446.664,904.5,-100,79.7,-,9.15986
120.6,2440.678,904.7,-100,79.7,-,9.15986
120.65,2431.703,905,-100,79.7,-,9.15986
120.7,2425.72,905.2,-97.14286,79.7,-,9.15986
120.75,2425.72,905.2,-91.42857,79.7,-,9.15986
120.8,2425.72,905.2,-88.57143,79.7,-,9.15986
120.85,2422.73,905.3,-85.71429,79.7,-,9.15986
120.9,2419.739,905.4,-82.85714,79.7,-,9.15986
120.95,2416.749,905.5,-82.85714,79.7,-,9.15986
121,2416.749,905.5,-77.14286,79.7,-,9.15986
121.05,2407.78,905.8,-85.66666,79.7,-,9.15986
121.1,2401.802,906,-85.66666,79.7,-,9.15986
121.15,2389.848,906.4,-91.33334,79.7,-,9.15986
121.2,2386.861,906.5,-88.47619,79.7,-,9.15986
121.25,2380.887,906.7,-88.42857,79.7,-,9.15986
121.3,2377.901,906.8,-88.42857,79.7,-,9.15986
121.35,2371.927,907,-91.2381,79.7,-,9.15986
121.4,2368.942,907.1,-91.2381,79.7,-,9.15986
121.45,2362.971,907.3,-94.04762,79.7,-,9.15986
121.5,2357,907.5,-94,79.7,-,9.15986
121.55,2348.048,907.8,-102.5238,79.7,-,9.15986
121.6,2342.08,908,-99.61905,79.7,-,9.15986
121.65,2336.113,908.2,-99.57143,79.7,-,9.15986
121.7,2330.147,908.4,-96.66666,79.7,-,9.15986
121.75,2327.166,908.5,-93.80952,79.7,-,9.15986
121.8,2324.185,908.6,-96.66666,79.7,-,9.15986
121.85,2318.221,908.8,-102.3333,79.7,-,9.15986
121.9,2312.259,909,-105.1429,79.7,-,9.15986
121.95,2309.279,909.1,-105.1429,79.7,-,9.15986
122,2309.279,909.1,-102.2857,79.52,-,9.140412
122.05,2306.297,909.2,-105.1429,79.52,-,9.140412
122.1,2300.337,909.4,-102.2857,79.52,-,9.140412
122.15,2297.358,909.5,-99.42857,79.52,-,9.140412
122.2,2291.399,909.7,-93.71429,79.52,-,9.140412
122.25,2282.464,910,-99.38095,79.52,-,9.140412
122.3,2279.487,910.1,-96.57143,79.52,-,9.140412
122.35,2276.508,910.2,-96.57143,79.52,-,9.140412
122.4,2273.531,910.3,-93.7619,79.52,-,9.140412
122.45,2270.553,910.4,-93.7619,79.52,-,9.140412
122.5,2270.553,910.4,-88.09524,79.52,-,9.140412
122.55,2264.601,910.6,-88.09524,79.52,-,9.140412
122.6,2261.623,910.7,-82.42857,79.52,-,9.140412
122.65,2258.648,910.8,-79.61905,79.52,-,9.140412
122.7,2249.721,911.1,-82.47619,79.52,-,9.140412
122.75,2243.771,911.3,-82.47619,79.52,-,9.140412
122.8,2240.796,911.4,-82.47619,79.52,-,9.140412
122.85,2234.849,911.6,-85.28571,79.52,-,9.140412
122.9,2228.901,911.8,-85.28571,79.52,-,9.140412
122.95,2228.901,911.8,-79.61905,79.52,-,9.140412
123,2228.901,911.8,-76.7619,79.7,-,9.140412
123.05,2219.982,912.1,-85.2381,79.7,-,9.140412
123.1,2214.038,912.3,-88.04762,79.7,-,9.140412
123.15,2211.064,912.4,-85.19048,79.7,-,9.140412
123.2,2208.094,912.5,-85.14286,79.7,-,9.140412
123.25,2202.151,912.7,-85.14286,79.7,-,9.140412
123.3,2199.181,912.8,-79.42857,79.7,-,9.140412
123.35,2193.239,913,-82.2381,79.7,-,9.140412
123.4,2190.27,913.1,-82.19048,79.7,-,9.140412
123.45,2184.33,913.3,-85,79.7,-,9.140412
123.5,2181.36,913.4,-84.95238,79.7,-,9.140412
123.55,2175.424,913.6,-90.61905,79.7,-,9.140412
123.6,2169.487,913.8,-90.61905,79.7,-,9.140412
123.65,2160.584,914.1,-96.2381,79.7,-,9.140412
123.7,2154.649,914.3,-99.04762,79.7,-,9.140412
123.75,2148.716,914.5,-96.19048,79.7,-,9.140412
123.8,2145.75,914.6,-93.33334,79.7,-,9.140412
123.85,2139.819,914.8,-96.14286,79.7,-,9.140412
123.9,2136.852,914.9,-93.28571,79.7,-,9.140412
123.95,2130.924,915.1,-93.28571,79.7,-,9.140412
124,2130.924,915.1,-93.28571,79.52,-,9.140412
124.05,2124.995,915.3,-98.95238,79.52,-,9.140412
124.1,2119.066,915.5,-96.14286,79.52,-,9.140412
124.15,2116.104,915.6,-93.28571,79.52,-,9.140412
124.2,2113.139,915.7,-93.28571,79.52,-,9.140412
124.25,2110.177,915.8,-93.28571,79.52,-,9.140412
124.3,2107.213,915.9,-90.42857,79.52,-,9.140412
124.35,2104.251,916,-90.42857,79.52,-,9.140412
124.4,2101.29,916.1,-87.57143,79.52,-,9.140412
124.45,2101.29,916.1,-84.7619,79.52,-,9.140412
124.5,2098.327,916.2,-81.90476,79.52,-,9.140412
124.55,2095.366,916.3,-81.90476,79.52,-,9.140412
124.6,2092.404,916.4,-79.04762,79.52,-,9.140412
124.65,2086.483,916.6,-79,79.52,-,9.140412
124.7,2080.562,916.8,-76.14286,79.52,-,9.140412
124.75,2074.641,917,-76.09524,79.52,-,9.140412
124.8,2065.764,917.3,-78.90476,79.52,-,9.140412
124.85,2056.888,917.6,-84.57143,79.52,-,9.140412
124.9,2050.972,917.8,-84.52381,79.52,-,9.140412
124.95,2045.057,918,-87.33334,79.52,-,9.140412
125,2045.057,918,-81.66666,79.52,-,9.140412
125.05,2039.143,918.2,-87.28571,79.52,-,9.140412
125.1,2030.275,918.5,-90.04762,79.52,-,9.140412
125.15,2027.32,918.6,-87.19048,79.52,-,9.140412
125.2,2024.364,918.7,-87.19048,79.52,-,9.140412
125.25,2018.453,918.9,-90,79.52,-,9.140412
125.3,2015.499,919,-90,79.52,-,9.140412
125.35,2015.499,919,-87.19048,79.52,-,9.140412
125.4,2012.546,919.1,-87.19048,79.52,-,9.140412
125.45,2009.591,919.2,-87.19048,79.52,-,9.140412
125.5,2009.591,919.2,-87.19048,79.52,-,9.140412
125.55,2006.637,919.3,-87.19048,79.52,-,9.140412
125.6,2003.683,919.4,-87.19048,79.52,-,9.140412
125.65,2006.637,919.3,-81.57143,79.52,-,9.140412
125.7,2000.73,919.5,-81.57143,79.52,-,9.140412
125.75,1991.872,919.8,-84.38095,79.52,-,9.140412
125.8,1991.872,919.8,-78.7619,79.52,-,9.140412
125.85,1985.968,920,-75.90476,79.52,-,9.140412
125.9,1980.064,920.2,-73.04762,79.52,-,9.140412
125.95,1977.113,920.3,-70.2381,79.52,-,9.140412
126,1974.161,920.4,-67.42857,79.52,-,9.140412
126.05,1977.113,920.3,-64.61905,79.52,-,9.140412
126.1,1985.968,920,-50.57143,79.52,-,9.140412
126.15,1983.016,920.1,-44.95238,79.52,-,9.140412
126.2,1980.064,920.2,-44.95238,79.52,-,9.140412
126.25,1974.161,920.4,-47.76191,79.52,-,9.140412
126.3,1971.211,920.5,-44.95238,79.52,-,9.140412
126.35,1968.262,920.6,-44.95238,79.52,-,9.140412
126.4,1959.41,920.9,-53.38095,79.52,-,9.140412
126.45,1950.563,921.2,-59,79.52,-,9.140412
126.5,1950.563,921.2,-56.19048,79.52,-,9.140412
126.55,1944.666,921.4,-61.80952,79.52,-,9.140412
126.6,1932.876,921.8,-70.2381,79.52,-,9.140412
126.65,1921.088,922.2,-78.66666,79.52,-,9.140412
126.7,1915.196,922.4,-87.09524,79.52,-,9.140412
126.75,1909.307,922.6,-87.09524,79.52,-,9.140412
126.8,1897.527,923,-89.90476,79.52,-,9.140412
126.85,1891.639,923.2,-95.52381,79.52,-,9.140412
126.9,1885.752,923.4,-95.52381,79.52,-,9.140412
126.95,1876.925,923.7,-98.33334,79.52,-,9.140412
127,1873.983,923.8,-98.33334,79.52,-,9.15986
127.05,1865.158,924.1,-103.9048,79.52,-,9.15986
127.1,1859.276,924.3,-112.3333,79.52,-,9.15986
127.15,1853.395,924.5,-126.381,79.52,-,9.15986
127.2,1850.455,924.6,-126.381,79.52,-,9.15986
127.25,1844.575,924.8,-129.1905,79.52,-,9.15986
127.3,1841.635,924.9,-126.381,79.52,-,9.15986
127.35,1838.697,925,-126.381,79.52,-,9.15986
127.4,1832.819,925.2,-129.1905,79.52,-,9.15986
127.45,1829.881,925.3,-123.5714,79.52,-,9.15986
127.5,1826.942,925.4,-117.9524,79.52,-,9.15986
127.55,1821.068,925.6,-123.5238,79.52,-,9.15986
127.6,1815.193,925.8,-123.4762,79.52,-,9.15986
127.65,1812.256,925.9,-115.0476,79.52,-,9.15986
127.7,1806.384,926.1,-109.381,79.52,-,9.15986
127.75,1803.447,926.2,-106.5714,79.52,-,9.15986
127.8,1800.512,926.3,-103.7619,79.52,-,9.15986
127.85,1794.641,926.5,-98.09524,79.52,-,9.15986
127.9,1788.771,926.7,-98.04762,79.52,-,9.15986
127.95,1785.837,926.8,-95.2381,79.52,-,9.15986
128,1782.902,926.9,-89.61905,79.52,-,9.15986
128.05,1779.969,927,-89.61905,79.52,-,9.15986
128.1,1774.101,927.2,-86.80952,79.52,-,9.15986
128.15,1771.169,927.3,-84,79.52,-,9.15986
128.2,1768.235,927.4,-81.19048,79.52,-,9.15986
128.25,1768.235,927.4,-78.38095,79.52,-,9.15986
128.3,1765.303,927.5,-75.57143,79.52,-,9.15986
128.35,1762.371,927.6,-75.57143,79.52,-,9.15986
128.4,1762.371,927.6,-72.7619,79.52,-,9.15986
128.45,1759.438,927.7,-69.95238,79.52,-,9.15986
128.5,1759.438,927.7,-67.14286,79.52,-,9.15986
128.55,1759.438,927.7,-64.33334,79.52,-,9.15986
128.6,1756.507,927.8,-61.57143,79.52,-,9.15986
128.65,1750.643,928,-61.57143,79.52,-,9.15986
128.7,1747.713,928.1,-61.57143,79.52,-,9.15986
128.75,1744.781,928.2,-58.80952,79.52,-,9.15986
128.8,1741.851,928.3,-58.80952,79.52,-,9.15986
128.85,1738.92,928.4,-58.80952,79.52,-,9.15986
128.9,1735.99,928.5,-56.04762,79.52,-,9.15986
128.95,1738.92,928.4,-47.66667,79.52,-,9.15986
129,1741.851,928.3,-42.04762,79.34,-,9.179308
129.05,1735.99,928.5,-44.80952,79.34,-,9.179308
129.1,1727.202,928.8,-50.38095,79.34,-,9.179308
129.15,1721.343,929,-50.38095,79.34,-,9.179308
129.2,1709.63,929.4,-58.71429,79.34,-,9.179308
129.25,1700.848,929.7,-64.28571,79.34,-,9.179308
129.3,1692.069,930,-72.66666,79.34,-,9.179308
129.35,1683.292,930.3,-78.2381,79.34,-,9.179308
129.4,1677.441,930.5,-81,79.34,-,9.179308
129.45,1671.592,930.7,-86.57143,79.34,-,9.179308
129.5,1671.592,930.7,-83.7619,79.34,-,9.179308
129.55,1662.82,931,-92.09524,79.34,-,9.179308
129.6,1654.051,931.3,-100.4286,79.34,-,9.179308
129.65,1648.205,931.5,-103.1905,79.34,-,9.179308
129.7,1645.284,931.6,-100.381,79.34,-,9.179308
129.75,1639.44,931.8,-103.1429,79.34,-,9.179308
129.8,1630.676,932.1,-108.6667,79.34,-,9.179308
129.85,1621.914,932.4,-114.1905,79.34,-,9.179308
129.9,1616.075,932.6,-116.9524,79.34,-,9.179308
129.95,1610.236,932.8,-119.7143,79.34,-,9.179308
130,1607.317,932.9,-125.2857,79.52,-,9.101517
130.05,1598.562,933.2,-136.4286,79.52,-,9.101517
130.1,1592.726,933.4,-136.4286,79.52,-,9.101517
130.15,1589.809,933.5,-130.8095,79.52,-,9.101517
130.2,1583.975,933.7,-130.8095,79.52,-,9.101517
130.25,1581.059,933.8,-122.4286,79.52,-,9.101517
130.3,1578.141,933.9,-116.8095,79.52,-,9.101517
130.35,1578.141,933.9,-108.4286,79.52,-,9.101517
130.4,1572.311,934.1,-105.619,79.52,-,9.101517
130.45,1566.479,934.3,-105.619,79.52,-,9.101517
130.5,1566.479,934.3,-100.0476,79.52,-,9.101517
130.55,1566.479,934.3,-100.0476,79.52,-,9.101517
130.6,1566.479,934.3,-91.71429,79.52,-,9.101517
130.65,1560.649,934.5,-88.95238,79.52,-,9.101517
130.7,1557.735,934.6,-86.14286,79.52,-,9.101517
130.75,1551.906,934.8,-88.95238,79.52,-,9.101517
130.8,1551.906,934.8,-83.38095,79.52,-,9.101517
130.85,1548.991,934.9,-77.80952,79.52,-,9.101517
130.9,1540.251,935.2,-77.80952,79.52,-,9.101517
130.95,1531.514,935.5,-80.57143,79.52,-,9.101517
131,1528.603,935.6,-77.7619,79.34,-,9.140412
131.05,1519.866,935.9,-83.33334,79.34,-,9.140412
131.1,1516.956,936,-77.7619,79.34,-,9.140412
131.15,1511.134,936.2,-77.71429,79.34,-,9.140412
131.2,1505.313,936.4,-80.47619,79.34,-,9.140412
131.25,1508.225,936.3,-72.14286,79.34,-,9.140412
131.3,1505.313,936.4,-72.14286,79.34,-,9.140412
131.35,1499.495,936.6,-74.90476,79.34,-,9.140412
131.4,1499.495,936.6,-74.90476,79.34,-,9.140412
131.45,1493.677,936.8,-74.85714,79.34,-,9.140412
131.5,1490.767,936.9,-72.04762,79.34,-,9.140412
131.55,1479.135,937.3,-83.14286,79.34,-,9.140412
131.6,1476.226,937.4,-85.90476,79.34,-,9.140412
131.65,1479.135,937.3,-83.14286,79.34,-,9.140412
131.7,1467.506,937.7,-88.66666,79.34,-,9.140412
131.75,1461.692,937.9,-91.42857,79.34,-,9.140412
131.8,1452.975,938.2,-94.14286,79.34,-,9.140412
131.85,1447.165,938.4,-99.66666,79.34,-,9.140412
131.9,1438.451,938.7,-105.1905,79.34,-,9.140412
131.95,1432.643,938.9,-102.381,79.34,-,9.140412
132,1432.643,938.9,-94.04762,79.52,-,9.15986
132.05,1426.838,939.1,-96.80952,79.52,-,9.15986
132.1,1418.128,939.4,-96.7619,79.52,-,9.15986
132.15,1415.226,939.5,-96.7619,79.52,-,9.15986
132.2,1412.325,939.6,-94,79.52,-,9.15986
132.25,1409.422,939.7,-91.2381,79.52,-,9.15986
132.3,1403.619,939.9,-99.52381,79.52,-,9.15986
132.35,1400.718,940,-99.52381,79.52,-,9.15986
132.4,1394.917,940.2,-99.52381,79.52,-,9.15986
132.45,1392.017,940.3,-102.2857,79.52,-,9.15986
132.5,1389.116,940.4,-99.52381,79.52,-,9.15986
132.55,1383.318,940.6,-102.2857,79.52,-,9.15986
132.6,1377.519,940.8,-96.71429,79.52,-,9.15986
132.65,1374.619,940.9,-96.71429,79.52,-,9.15986
132.7,1368.824,941.1,-105,79.52,-,9.15986
132.75,1365.925,941.2,-96.66666,79.52,-,9.15986
132.8,1360.129,941.4,-96.66666,79.52,-,9.15986
132.85,1354.336,941.6,-93.90476,79.52,-,9.15986
132.9,1351.438,941.7,-91.14286,79.52,-,9.15986
132.95,1348.542,941.8,-85.61905,79.52,-,9.15986
133,1345.645,941.9,-82.85714,79.34,-,9.140412
133.05,1336.958,942.2,-91.14286,79.34,-,9.140412
133.1,1331.167,942.4,-91.14286,79.34,-,9.140412
133.15,1325.379,942.6,-88.38095,79.34,-,9.140412
133.2,1322.484,942.7,-88.38095,79.34,-,9.140412
133.25,1316.696,942.9,-91.14286,79.34,-,9.140412
133.3,1313.803,943,-91.14286,79.34,-,9.140412
133.35,1310.91,943.1,-88.38095,79.34,-,9.140412
133.4,1308.016,943.2,-88.38095,79.34,-,9.140412
133.45,1305.124,943.3,-85.61905,79.34,-,9.140412
133.5,1302.23,943.4,-85.61905,79.34,-,9.140412
133.55,1302.23,943.4,-82.85714,79.34,-,9.140412
133.6,1299.339,943.5,-80.09524,79.34,-,9.140412
133.65,1296.447,943.6,-77.33334,79.34,-,9.140412
133.7,1293.554,943.7,-77.33334,79.34,-,9.140412
133.75,1287.771,943.9,-77.33334,79.34,-,9.140412
133.8,1281.99,944.1,-80.09524,79.34,-,9.140412
133.85,1273.318,944.4,-82.80952,79.34,-,9.140412
133.9,1264.649,944.7,-85.52381,79.34,-,9.140412
133.95,1261.761,944.8,-85.52381,79.34,-,9.140412
134,1261.761,944.8,-82.7619,79.34,-,9.15986
134.05,1255.983,945,-85.52381,79.34,-,9.15986
134.1,1247.319,945.3,-85.47619,79.34,-,9.15986
134.15,1244.43,945.4,-82.71429,79.34,-,9.15986
134.2,1241.544,945.5,-79.95238,79.34,-,9.15986
134.25,1238.657,945.6,-79.95238,79.34,-,9.15986
134.3,1235.769,945.7,-77.19048,79.34,-,9.15986
134.35,1229.996,945.9,-79.90476,79.34,-,9.15986
134.4,1227.11,946,-79.90476,79.34,-,9.15986
134.45,1224.225,946.1,-79.90476,79.34,-,9.15986
134.5,1221.339,946.2,-79.90476,79.34,-,9.15986
134.55,1218.454,946.3,-79.90476,79.34,-,9.15986
134.6,1215.568,946.4,-82.66666,79.34,-,9.15986
134.65,1212.683,946.5,-82.66666,79.34,-,9.15986
134.7,1209.8,946.6,-82.66666,79.34,-,9.15986
134.75,1204.031,946.8,-85.38095,79.34,-,9.15986
134.8,1201.146,946.9,-82.61905,79.34,-,9.15986
134.85,1189.613,947.3,-88.09524,79.34,-,9.15986
134.9,1180.966,947.6,-88.09524,79.34,-,9.15986
134.95,1175.202,947.8,-85.33334,79.34,-,9.15986
135,1172.32,947.9,-85.33334,79.34,-,9.023726
135.05,1166.559,948.1,-90.80952,79.34,-,9.023726
135.1,1160.798,948.3,-90.7619,79.34,-,9.023726
135.15,1157.916,948.4,-85.28571,79.34,-,9.023726
135.2,1155.037,948.5,-85.28571,79.34,-,9.023726
135.25,1152.158,948.6,-85.28571,79.34,-,9.023726
135.3,1152.158,948.6,-82.52381,79.34,-,9.023726
135.35,1149.277,948.7,-82.52381,79.34,-,9.023726
135.4,1143.519,948.9,-82.52381,79.34,-,9.023726
135.45,1137.763,949.1,-85.2381,79.34,-,9.023726
135.5,1137.763,949.1,-82.47619,79.34,-,9.023726
135.55,1132.006,949.3,-85.19048,79.34,-,9.023726
135.6,1126.251,949.5,-87.90476,79.34,-,9.023726
135.65,1126.251,949.5,-85.14286,79.34,-,9.023726
135.7,1129.127,949.4,-79.61905,79.34,-,9.023726
135.75,1126.251,949.5,-79.61905,79.34,-,9.023726
135.8,1126.251,949.5,-74.14286,79.34,-,9.023726
135.85,1123.374,949.6,-74.14286,79.34,-,9.023726
135.9,1117.62,949.8,-68.61905,79.34,-,9.023726
135.95,1111.867,950,-65.85714,79.34,-,9.023726
136,1106.114,950.2,-65.85714,79.34,-,9.15986
136.05,1097.489,950.5,-71.33334,79.34,-,9.15986
136.1,1091.739,950.7,-71.33334,79.34,-,9.15986
136.15,1085.99,950.9,-71.33334,79.34,-,9.15986
136.2,1080.244,951.1,-74.04762,79.34,-,9.15986
136.25,1074.497,951.3,-76.7619,79.34,-,9.15986
136.3,1068.751,951.5,-79.47619,79.34,-,9.15986
136.35,1060.135,951.8,-87.66666,79.34,-,9.15986
136.4,1054.392,952,-90.38095,79.34,-,9.15986
136.45,1051.521,952.1,-87.61905,79.34,-,9.15986
136.5,1048.65,952.2,-84.85714,79.34,-,9.15986
136.55,1037.169,952.6,-95.80952,79.34,-,9.15986
136.6,1031.43,952.8,-95.80952,79.34,-,9.15986
136.65,1025.691,953,-95.80952,79.34,-,9.15986
136.7,1019.954,953.2,-101.2857,79.34,-,9.15986
136.75,1014.217,953.4,-109.5238,79.34,-,9.15986
136.8,1008.483,953.6,-112.2381,79.34,-,9.15986
136.85,1002.749,953.8,-117.7143,79.34,-,9.15986
136.9,999.8809,953.9,-117.6667,79.34,-,9.15986
136.95,997.015,954,-114.9048,79.34,-,9.15986
137,991.2823,954.2,-114.9048,79.34,-,9.15986
137.05,982.686,954.5,-117.619,79.34,-,9.15986
137.1,979.8217,954.6,-112.0952,79.34,-,9.15986
137.15,976.9557,954.7,-109.3333,79.34,-,9.15986
137.2,974.0919,954.8,-106.5714,79.34,-,9.15986
137.25,968.363,955,-106.5714,79.34,-,9.15986
137.3,962.6353,955.2,-106.5714,79.34,-,9.15986
137.35,956.9084,955.4,-106.5714,79.34,-,9.15986
137.4,865.4174,958.6,-185.5238,79.34,Main,9.15986
137.45,691.6919,964.7,-345.5238,79.34,-,9.15986
137.5,691.6919,964.7,-342.8095,79.34,-,9.15986
137.55,911.132,957,-131.0952,79.34,-,9.15986
137.6,939.7354,956,-92.90476,79.34,-,9.15986
137.65,934.0124,956.2,-92.85714,79.34,-,9.15986
137.7,931.1522,956.3,-90.09524,79.34,-,9.15986
137.75,931.1522,956.3,-84.61905,79.34,-,9.15986
137.8,934.0124,956.2,-76.42857,79.34,-,9.15986
137.85,939.7354,956,-65.52381,79.34,-,9.15986
137.9,931.1522,956.3,-68.2381,79.34,-,9.15986
137.95,928.2904,956.4,-68.2381,79.34,-,9.15986
138,936.8746,956.1,-57.33333,79.34,-,9.15986
138.05,939.7354,956,-49.14286,79.34,-,9.15986
138.1,934.0124,956.2,-46.38095,79.34,-,9.15986
138.15,913.9905,956.9,-62.71429,79.34,-,9.15986
138.2,899.6967,957.4,-73.61905,79.34,-,9.15986
138.25,885.4088,957.9,-84.52381,79.34,-,9.15986
138.3,871.127,958.4,-92.66666,79.34,-,9.15986
138.35,862.5612,958.7,-95.33334,79.34,-,9.15986
138.4,859.707,958.8,-92.57143,79.34,Aux,9.15986
138.45,856.8513,958.9,-8.142858,79.34,-,9.15986
138.5,853.9976,959,154.619,79.34,-,9.15986
138.55,845.4361,959.3,146.4762,79.34,-,9.15986
138.6,842.5815,959.4,-65.2381,79.34,-,9.15986
138.65,848.2891,959.2,-87.04762,79.34,-,9.15986
138.7,862.5612,958.7,-68.04762,79.34,-,9.15986
138.75,882.5527,958,-46.28571,79.34,-,9.15986
138.8,899.6967,957.4,-29.95238,79.34,-,9.15986
138.85,896.8393,957.5,-35.38095,79.34,-,9.15986
138.9,899.6967,957.4,-38.09524,79.34,-,9.15986
138.95,888.267,957.8,-40.80952,79.34,-,9.15986
139,873.9839,958.3,-51.71429,79.16,-,9.15986
139.05,856.8513,958.9,-76.2381,79.16,-,9.15986
139.1,848.2891,959.2,-87.09524,79.16,-,9.15986
139.15,839.7291,959.5,-89.80952,79.16,-,9.15986
139.2,836.8768,959.6,-73.47619,79.16,-,9.15986
139.25,836.8768,959.6,-59.85714,79.16,-,9.15986
139.3,819.7629,960.2,-62.52381,79.16,-,9.15986
139.35,802.6594,960.8,-65.19048,79.16,-,9.15986
139.4,796.9596,961,-62.47619,79.16,-,9.15986
139.45,785.5629,961.4,-70.61905,79.16,-,9.15986
139.5,782.7151,961.5,-70.61905,79.16,-,9.15986
139.55,785.5629,961.4,-65.19048,79.16,-,9.15986
139.6,802.6594,960.8,-40.76191,79.16,-,9.15986
139.65,802.6594,960.8,-38.04762,79.16,-,9.15986
139.7,799.8085,960.9,-46.19048,79.16,-,9.15986
139.75,785.5629,961.4,-73.33334,79.16,-,9.15986
139.8,782.7151,961.5,-95.09524,79.16,-,9.15986
139.85,774.1717,961.8,-119.5714,79.16,-,9.15986
139.9,774.1717,961.8,-116.8571,79.16,-,9.15986
139.95,768.4766,962,-125,79.16,-,9.15986
140,768.4766,962,-114.0952,79.34,-,9.15986
140.05,765.6304,962.1,-103.1905,79.34,-,9.15986
140.1,757.0895,962.4,-95,79.34,-,9.15986
140.15,757.0895,962.4,-86.85714,79.34,-,9.15986
140.2,754.2441,962.5,-81.42857,79.34,-,9.15986
140.25,751.399,962.6,-81.42857,79.34,-,9.15986
140.3,748.5525,962.7,-84.14286,79.34,-,9.15986
140.35,734.3284,963.2,-81.38095,79.34,-,9.15986
140.4,722.9545,963.6,-75.90476,79.34,-,9.15986
140.45,717.2681,963.8,-75.90476,79.34,-,9.15986
140.5,717.2681,963.8,-65.04762,79.34,-,9.15986
140.55,714.4243,963.9,-65.04762,79.34,-,9.15986
140.6,711.5826,964,-70.47619,79.34,-,9.15986
140.65,708.7411,964.1,-89.47619,79.34,-,9.15986
140.7,708.7411,964.1,-89.47619,79.34,-,9.15986
140.75,705.8981,964.2,-89.47619,79.34,-,9.15986
140.8,703.0571,964.3,-78.61905,79.34,-,9.15986
140.85,700.2145,964.4,-78.61905,79.34,-,9.15986
