Time,Altitude ,Pressure,Velocity,Tempurature,Events,Voltage
93.5,4828.438,827.7,-94.95238,80.24,-,9.120965
93.55,4825.223,827.8,-98,80.24,-,9.120965
93.6,4818.793,828,-98,80.24,-,9.120965
93.65,4812.363,828.2,-98,80.24,-,9.120965
93.7,4809.15,828.3,-91.85714,80.24,-,9.120965
93.75,4809.15,828.3,-85.71429,80.24,-,9.120965
93.8,4805.936,828.4,-85.71429,80.24,-,9.120965
93.85,4799.511,828.6,-88.7619,80.24,-,9.120965
93.9,4796.296,828.7,-91.80952,80.24,-,9.120965
93.95,4796.296,828.7,-88.7619,80.24,-,9.120965
94,4796.296,828.7,-88.7619,80.24,-,9.140412
94.05,4786.661,829,-94.90476,80.24,-,9.140412
94.1,4783.45,829.1,-88.7619,80.24,-,9.140412
94.15,4783.45,829.1,-85.71429,80.24,-,9.140412
94.2,4783.45,829.1,-79.57143,80.24,-,9.140412
94.25,4777.027,829.3,-82.61905,80.24,-,9.140412
94.3,4767.397,829.6,-85.66666,80.24,-,9.140412
94.35,4757.768,829.9,-88.71429,80.24,-,9.140412
94.4,4760.978,829.8,-79.52381,80.24,-,9.140412
94.45,4770.606,829.5,-67.28571,80.24,-,9.140412
94.5,4764.187,829.7,-64.19048,80.24,-,9.140412
94.55,4751.353,830.1,-73.38095,80.24,-,9.140412
94.6,4751.353,830.1,-70.33334,80.24,-,9.140412
94.65,4748.143,830.2,-67.2381,80.24,-,9.140412
94.7,4735.315,830.6,-73.33334,80.24,-,9.140412
94.75,4725.695,830.9,-79.42857,80.24,-,9.140412
94.8,4722.491,831,-82.47619,80.24,-,9.140412
94.85,4722.491,831,-79.42857,80.24,-,9.140412
94.9,4722.491,831,-73.33334,80.24,-,9.140412
94.95,4722.491,831,-70.28571,80.24,-,9.140412
95,4712.876,831.3,-79.42857,80.24,-,9.15986
95.05,4700.06,831.7,-91.61905,80.24,-,9.15986
95.1,4703.265,831.6,-79.38095,80.24,-,9.15986
95.15,4703.265,831.6,-76.33334,80.24,-,9.15986
95.2,4703.265,831.6,-76.33334,80.24,-,9.15986
95.25,4696.858,831.8,-82.42857,80.24,-,9.15986
95.3,4696.858,831.8,-76.33334,80.24,-,9.15986
95.35,4690.453,832,-73.2381,80.24,-,9.15986
95.4,4680.848,832.3,-73.19048,80.24,-,9.15986
95.45,4680.848,832.3,-76.2381,80.24,-,9.15986
95.5,4680.848,832.3,-85.42857,80.24,-,9.15986
95.55,4684.048,832.2,-76.28571,80.24,-,9.15986
95.6,4674.445,832.5,-73.19048,80.24,-,9.15986
95.65,4664.845,832.8,-82.33334,80.24,-,9.15986
95.7,4664.845,832.8,-79.28571,80.24,-,9.15986
95.75,4658.445,833,-73.14286,80.24,-,9.15986
95.8,4636.059,833.7,-85.33334,80.24,-,9.15986
95.85,4620.078,834.2,-97.52381,80.24,-,9.15986
95.9,4616.883,834.3,-100.5714,80.24,-,9.15986
95.95,4607.3,834.6,-109.7143,80.24,-,9.15986
96,4604.104,834.7,-112.7619,80.24,-,9.15986
96.05,4594.525,835,-112.7619,80.24,-,9.15986
96.1,4591.333,835.1,-103.619,80.24,-,9.15986
96.15,4584.948,835.3,-112.7619,80.24,-,9.15986
96.2,4578.564,835.5,-118.8571,80.24,-,9.15986
96.25,4575.374,835.6,-121.9048,80.24,-,9.15986
96.3,4568.992,835.8,-121.9048,80.24,-,9.15986
96.35,4562.611,836,-128,80.24,-,9.15986
96.4,4559.422,836.1,-124.9524,80.24,-,9.15986
96.45,4556.231,836.2,-118.8571,80.24,-,9.15986
96.5,4556.231,836.2,-118.8571,80.24,-,9.15986
96.55,4549.853,836.4,-124.9524,80.24,-,9.15986
96.6,4549.853,836.4,-128,80.24,-,9.15986
96.65,4546.666,836.5,-121.9048,80.24,-,9.15986
96.7,4540.289,836.7,-118.8571,80.24,-,9.15986
96.75,4533.914,836.9,-124.9524,80.24,-,9.15986
96.8,4527.542,837.1,-124.9048,80.24,-,9.15986
96.85,4524.354,837.2,-106.619,80.24,-,9.15986
96.9,4521.169,837.3,-94.42857,80.24,-,9.15986
96.95,4514.798,837.5,-97.42857,80.24,-,9.15986
97,4514.798,837.5,-88.28571,80.24,-,9.15986
97.05,4511.614,837.6,-88.28571,80.24,-,9.15986
97.1,4508.428,837.7,-82.19048,80.24,-,9.15986
97.15,4505.244,837.8,-82.19048,80.24,-,9.15986
97.2,4505.244,837.8,-76.09524,80.24,-,9.15986
97.25,4505.244,837.8,-70,80.24,-,9.15986
97.3,4502.059,837.9,-70,80.24,-,9.15986
97.35,4502.059,837.9,-63.90476,80.24,-,9.15986
97.4,4498.875,838,-60.85714,80.24,-,9.15986
97.45,4492.508,838.2,-63.85714,80.24,-,9.15986
97.5,4489.326,838.3,-63.85714,80.24,-,9.15986
97.55,4486.143,838.4,-66.90476,80.24,-,9.15986
97.6,4479.78,838.6,-66.85714,80.24,-,9.15986
97.65,4476.597,838.7,-69.90476,80.24,-,9.15986
97.7,4470.234,838.9,-72.90476,80.24,-,9.15986
97.75,4470.234,838.9,-66.80952,80.24,-,9.15986
97.8,4460.693,839.2,-69.80952,80.24,-,9.15986
97.85,4454.333,839.4,-69.80952,80.24,-,9.15986
97.9,4447.977,839.6,-72.80952,80.24,-,9.15986
97.95,4441.62,839.8,-75.80952,80.24,-,9.15986
98,4438.44,839.9,-72.80952,80.24,-,9.140412
98.05,4428.909,840.2,-81.90476,80.24,-,9.140412
98.1,4422.555,840.4,-84.90476,80.24,-,9.140412
98.15,4419.379,840.5,-84.90476,80.24,-,9.140412
98.2,4416.205,840.6,-84.85714,80.24,-,9.140412
98.25,4409.854,840.8,-90.90476,80.24,-,9.140412
98.3,4406.677,840.9,-93.95238,80.24,-,9.140412
98.35,4406.677,840.9,-90.90476,80.24,-,9.140412
98.4,4403.503,841,-93.90476,80.24,-,9.140412
98.45,4400.33,841.1,-93.85714,80.24,-,9.140412
98.5,4397.155,841.2,-90.80952,80.24,-,9.140412
98.55,4393.981,841.3,-90.7619,80.24,-,9.140412
98.6,4390.807,841.4,-90.71429,80.24,-,9.140412
98.65,4387.635,841.5,-87.66666,80.24,-,9.140412
98.7,4384.463,841.6,-87.61905,80.24,-,9.140412
98.75,4378.118,841.8,-87.61905,80.24,-,9.140412
98.8,4368.604,842.1,-96.66666,80.24,-,9.140412
98.85,4355.92,842.5,-99.66666,80.24,-,9.140412
98.9,4346.413,842.8,-102.6667,80.24,-,9.140412
98.95,4336.907,843.1,-105.6667,80.24,-,9.140412
99,4333.738,843.2,-102.619,80.24,-,9.140412
99.05,4330.571,843.3,-102.5714,80.24,-,9.140412
99.1,4327.403,843.4,-96.47619,80.24,-,9.140412
99.15,4324.237,843.5,-93.42857,80.24,-,9.140412
99.2,4321.071,843.6,-93.38095,80.24,-,9.140412
99.25,4321.071,843.6,-90.38095,80.24,-,9.140412
99.3,4314.738,843.8,-90.38095,80.24,-,9.140412
99.35,4308.406,844,-93.38095,80.24,-,9.140412
99.4,4302.076,844.2,-99.42857,80.24,-,9.140412
99.45,4298.912,844.3,-99.42857,80.24,-,9.140412
99.5,4298.912,844.3,-96.42857,80.24,-,9.140412
99.55,4292.583,844.5,-99.47619,80.24,-,9.140412
99.6,4286.256,844.7,-102.5238,80.24,-,9.140412
99.65,4283.094,844.8,-102.5238,80.24,-,9.140412
99.7,4279.93,844.9,-102.5238,80.24,-,9.140412
99.75,4276.768,845,-102.5238,80.24,-,9.140412
99.8,4273.606,845.1,-99.47619,80.24,-,9.140412
99.85,4273.606,845.1,-90.42857,80.24,-,9.140412
99.9,4270.443,845.2,-81.33334,80.24,-,9.140412
99.95,4267.283,845.3,-75.28571,80.24,-,9.140412
100,4267.283,845.3,-66.2381,80.06,-,9.120965
100.05,4260.96,845.5,-69.2381,80.06,-,9.120965
100.1,4257.8,845.6,-69.2381,80.06,-,9.120965
100.15,4251.479,845.8,-72.2381,80.06,-,9.120965
100.2,4245.16,846,-75.2381,80.06,-,9.120965
100.25,4245.16,846,-72.2381,80.06,-,9.120965
100.3,4235.684,846.3,-81.28571,80.06,-,9.120965
100.35,4223.052,846.7,-87.28571,80.06,-,9.120965
100.4,4213.583,847,-90.2381,80.06,-,9.120965
100.45,4210.427,847.1,-87.19048,80.06,-,9.120965
100.5,4207.27,847.2,-87.19048,80.06,-,9.120965
100.55,4200.959,847.4,-93.19048,80.06,-,9.120965
100.6,4194.651,847.6,-93.14286,80.06,-,9.120965
100.65,4194.651,847.6,-87.09524,80.06,-,9.120965
100.7,4191.496,847.7,-87.09524,80.06,-,9.120965
100.75,4185.188,847.9,-90.09524,80.06,-,9.120965
100.8,4182.035,848,-90.09524,80.06,-,9.120965
100.85,4178.882,848.1,-90.09524,80.06,-,9.120965
100.9,4172.577,848.3,-96.09524,80.06,-,9.120965
100.95,4169.423,848.4,-96.09524,80.06,-,9.120965
101,4166.272,848.5,-96.09524,80.06,-,9.15986
101.05,4153.667,848.9,-108.0952,80.06,-,9.15986
101.1,4153.667,848.9,-102.0952,80.06,-,9.15986
101.15,4156.819,848.8,-96.09524,80.06,-,9.15986
101.2,4153.667,848.9,-93.09524,80.06,-,9.15986
101.25,4144.217,849.2,-96.09524,80.06,-,9.15986
101.3,4137.918,849.4,-102.0952,80.06,-,9.15986
101.35,4131.622,849.6,-99.04762,80.06,-,9.15986
101.4,4128.473,849.7,-90,80.06,-,9.15986
101.45,4128.473,849.7,-81,80.06,-,9.15986
101.5,4128.473,849.7,-78,80.06,-,9.15986
101.55,4125.326,849.8,-78,80.06,-,9.15986
101.6,4125.326,849.8,-72,80.06,-,9.15986
101.65,4122.177,849.9,-69,80.06,-,9.15986
101.7,4119.03,850,-72,80.06,-,9.15986
101.75,4112.736,850.2,-75,80.06,-,9.15986
101.8,4106.443,850.4,-75,80.06,-,9.15986
101.85,4103.298,850.5,-75,80.06,-,9.15986
101.9,4100.153,850.6,-75,80.06,-,9.15986
101.95,4097.006,850.7,-72,80.06,-,9.15986
102,4097.006,850.7,-69,80.06,-,9.15986
102.05,4090.716,850.9,-72,80.06,-,9.15986
102.1,4084.429,851.1,-66,80.06,-,9.15986
102.15,4078.142,851.3,-72,80.06,-,9.15986
102.2,4074.997,851.4,-78,80.06,-,9.15986
102.25,4071.855,851.5,-78,80.06,-,9.15986
102.3,4068.713,851.6,-72,80.06,-,9.15986
102.35,4068.713,851.6,-66,80.06,-,9.15986
102.4,4059.286,851.9,-69,80.06,-,9.15986
102.45,4049.863,852.2,-74.95238,80.06,-,9.15986
102.5,4046.723,852.3,-77.95238,80.06,-,9.15986
102.55,4034.163,852.7,-89.90476,80.06,-,9.15986
102.6,4031.025,852.8,-89.90476,80.06,-,9.15986
102.65,4027.885,852.9,-92.90476,80.06,-,9.15986
102.7,4021.61,853.1,-95.85714,80.06,-,9.15986
102.75,4018.471,853.2,-95.85714,80.06,-,9.15986
102.8,4015.334,853.3,-92.85714,80.06,-,9.15986
102.85,4012.196,853.4,-89.85714,80.06,-,9.15986
102.9,4009.06,853.5,-89.85714,80.06,-,9.15986
102.95,4005.924,853.6,-89.85714,80.06,-,9.15986
103,4005.924,853.6,-86.85714,80.06,-,9.120965
103.05,3999.651,853.8,-92.80952,80.06,-,9.120965
103.1,3996.514,853.9,-89.80952,80.06,-,9.120965
103.15,3993.38,854,-86.80952,80.06,-,9.120965
103.2,3993.38,854,-80.80952,80.06,-,9.120965
103.25,3983.976,854.3,-86.7619,80.06,-,9.120965
103.3,3974.574,854.6,-92.71429,80.06,-,9.120965
103.35,3971.44,854.7,-92.71429,80.06,-,9.120965
103.4,3968.307,854.8,-95.71429,80.06,-,9.120965
103.45,3958.91,855.1,-95.66666,80.06,-,9.120965
103.5,3955.777,855.2,-89.71429,80.06,-,9.120965
103.55,3943.254,855.6,-98.61905,80.06,-,9.120965
103.6,3936.993,855.8,-92.61905,80.06,-,9.120965
103.65,3933.862,855.9,-92.61905,80.06,-,9.120965
103.7,3930.733,856,-92.61905,80.06,-,9.120965
103.75,3924.475,856.2,-92.61905,80.06,-,9.120965
103.8,3918.218,856.4,-95.57143,80.06,-,9.120965
103.85,3911.963,856.6,-98.52381,80.06,-,9.120965
103.9,3908.835,856.7,-98.52381,80.06,-,9.120965
103.95,3905.708,856.8,-98.52381,80.06,-,9.120965
104,3905.708,856.8,-95.52381,80.06,-,9.15986
104.05,3899.455,857,-101.4762,80.06,-,9.15986
104.1,3893.202,857.2,-101.4762,80.06,-,9.15986
104.15,3890.077,857.3,-101.4286,80.06,-,9.15986
104.2,3886.95,857.4,-101.4286,80.06,-,9.15986
104.25,3877.576,857.7,-110.3333,80.06,-,9.15986
104.3,3871.328,857.9,-107.3333,80.06,-,9.15986
104.35,3861.958,858.2,-107.2857,80.06,-,9.15986
104.4,3855.713,858.4,-110.2381,80.06,-,9.15986
104.45,3849.47,858.6,-113.1905,80.06,-,9.15986
104.5,3846.348,858.7,-107.1905,80.06,-,9.15986
104.55,3840.105,858.9,-110.1429,80.06,-,9.15986
104.6,3833.866,859.1,-104.1905,80.06,-,9.15986
104.65,3830.745,859.2,-101.1905,80.06,-,9.15986
104.7,3824.505,859.4,-104.1429,80.06,-,9.15986
104.75,3821.386,859.5,-104.0952,80.06,-,9.15986
104.8,3818.268,859.6,-101.0952,80.06,-,9.15986
104.85,3812.031,859.8,-101.0952,80.06,-,9.15986
104.9,3808.912,859.9,-98.09524,80.06,-,9.15986
104.95,3805.795,860,-98.04762,80.06,-,9.15986
105,3805.795,860,-95.04762,80.06,-,9.15986
105.05,3799.56,860.2,-101,80.06,-,9.15986
105.1,3796.444,860.3,-98,80.06,-,9.15986
105.15,3793.326,860.4,-95,80.06,-,9.15986
105.2,3790.211,860.5,-95,80.06,-,9.15986
105.25,3790.211,860.5,-92,80.06,-,9.15986
105.3,3783.979,860.7,-89.04762,80.06,-,9.15986
105.35,3780.864,860.8,-86.04762,80.06,-,9.15986
105.4,3777.748,860.9,-80.09524,80.06,-,9.15986
105.45,3774.634,861,-77.09524,80.06,-,9.15986
105.5,3771.52,861.1,-74.09524,80.06,-,9.15986
105.55,3765.292,861.3,-77.09524,80.06,-,9.15986
105.6,3762.177,861.4,-74.09524,80.06,-,9.15986
105.65,3759.064,861.5,-71.09524,80.06,-,9.15986
105.7,3759.064,861.5,-68.14286,80.06,-,9.15986
105.75,3759.064,861.5,-62.19048,80.06,-,9.15986
105.8,3755.952,861.6,-62.19048,80.06,-,9.15986
105.85,3759.064,861.5,-56.28571,80.06,-,9.15986
105.9,3759.064,861.5,-50.33333,80.06,-,9.15986
105.95,3759.064,861.5,-47.38095,80.06,-,9.15986
106,3759.064,861.5,-44.42857,80.06,-,9.179308
106.05,3752.838,861.7,-50.38095,80.06,-,9.179308
106.1,3746.613,861.9,-50.38095,80.06,-,9.179308
106.15,3743.502,862,-50.38095,80.06,-,9.179308
106.2,3727.947,862.5,-62.23809,80.06,-,9.179308
106.25,3721.727,862.7,-65.19048,80.06,-,9.179308
106.3,3727.947,862.5,-59.28571,80.06,-,9.179308
106.35,3731.057,862.4,-50.38095,80.06,-,9.179308
106.4,3724.838,862.6,-53.33333,80.06,-,9.179308
106.45,3715.508,862.9,-59.28571,80.06,-,9.179308
106.5,3709.292,863.1,-62.23809,80.06,-,9.179308
106.55,3699.966,863.4,-68.19048,80.06,-,9.179308
106.6,3693.753,863.6,-68.14286,80.06,-,9.179308
106.65,3687.539,863.8,-71.09524,80.06,-,9.179308
106.7,3678.221,864.1,-77,80.06,-,9.179308
106.75,3675.115,864.2,-79.95238,80.06,-,9.179308
106.8,3668.904,864.4,-85.85714,80.06,-,9.179308
106.85,3665.801,864.5,-85.85714,80.06,-,9.179308
106.9,3662.697,864.6,-91.7619,80.06,-,9.179308
106.95,3656.489,864.8,-97.66666,80.06,-,9.179308
107,3656.489,864.8,-97.66666,80.06,-,9.140412
107.05,3647.18,865.1,-106.5238,80.06,-,9.140412
107.1,3640.975,865.3,-106.4762,80.06,-,9.140412
107.15,3634.771,865.5,-106.4286,80.06,-,9.140412
107.2,3628.568,865.7,-109.381,80.06,-,9.140412
107.25,3619.267,866,-103.4286,80.06,-,9.140412
107.3,3613.067,866.2,-103.4286,80.06,-,9.140412
107.35,3609.968,866.3,-112.2857,80.06,-,9.140412
107.4,3603.77,866.5,-121.1429,80.06,-,9.140412
107.45,3597.573,866.7,-121.1429,80.06,-,9.140412
107.5,3594.476,866.8,-115.1905,80.06,-,9.140412
107.55,3588.281,867,-115.1905,80.06,-,9.140412
107.6,3582.086,867.2,-112.1905,80.06,-,9.140412
107.65,3578.991,867.3,-109.2381,80.06,-,9.140412
107.7,3575.894,867.4,-106.2857,80.06,-,9.140412
107.75,3572.798,867.5,-100.381,80.06,-,9.140412
107.8,3566.607,867.7,-103.3333,80.06,-,9.140412
107.85,3566.607,867.7,-97.42857,80.06,-,9.140412
107.9,3560.417,867.9,-100.381,80.06,-,9.140412
107.95,3557.323,868,-100.381,80.06,-,9.140412
108,3557.323,868,-94.47619,80.06,-,9.140412
108.05,3554.23,868.1,-97.42857,80.06,-,9.140412
108.1,3551.135,868.2,-91.52381,80.06,-,9.140412
108.15,3548.042,868.3,-88.57143,80.06,-,9.140412
108.2,3548.042,868.3,-82.66666,80.06,-,9.140412
108.25,3538.764,868.6,-85.61905,80.06,-,9.140412
108.3,3532.579,868.8,-82.66666,80.06,-,9.140412
108.35,3535.67,868.7,-73.80952,80.06,-,9.140412
108.4,3529.486,868.9,-76.7619,80.06,-,9.140412
108.45,3523.304,869.1,-76.7619,80.06,-,9.140412
108.5,3517.122,869.3,-76.7619,80.06,-,9.140412
108.55,3514.031,869.4,-76.7619,80.06,-,9.140412
108.6,3510.942,869.5,-73.80952,80.06,-,9.140412
108.65,3514.031,869.4,-64.95238,80.06,-,9.140412
108.7,3510.942,869.5,-64.95238,80.06,-,9.140412
108.75,3501.673,869.8,-70.80952,80.06,-,9.140412
108.8,3498.583,869.9,-70.80952,80.06,-,9.140412
108.85,3489.319,870.2,-73.71429,80.06,-,9.140412
108.9,3483.143,870.4,-79.61905,80.06,-,9.140412
108.95,3480.056,870.5,-76.66666,80.06,-,9.140412
109,3480.056,870.5,-73.71429,80.06,-,9.140412
109.05,3476.97,870.6,-76.66666,80.06,-,9.140412
109.1,3470.797,870.8,-79.57143,80.06,-,9.140412
109.15,3461.54,871.1,-85.42857,80.06,-,9.140412
109.2,3455.369,871.3,-88.33334,80.06,-,9.140412
109.25,3449.2,871.5,-94.19048,80.06,-,9.140412
109.3,3439.949,871.8,-94.14286,80.06,-,9.140412
109.35,3433.782,872,-94.09524,80.06,-,9.140412
109.4,3424.536,872.3,-105.8571,80.06,-,9.140412
109.45,3421.453,872.4,-102.9048,80.06,-,9.140412
109.5,3421.453,872.4,-97,80.06,-,9.140412
109.55,3412.209,872.7,-99.90476,80.06,-,9.140412
109.6,3409.129,872.8,-99.90476,80.06,-,9.140412
109.65,3402.969,873,-102.8095,80.06,-,9.140412
109.7,3399.89,873.1,-108.7143,80.06,-,9.140412
109.75,3393.731,873.3,-111.619,80.06,-,9.140412
109.8,3390.651,873.4,-105.7619,80.06,-,9.140412
109.85,3387.573,873.5,-105.7619,80.06,-,9.140412
109.9,3384.495,873.6,-99.90476,80.06,-,9.140412
109.95,3381.416,873.7,-96.95238,80.06,-,9.140412
110,3381.416,873.7,-94,79.88,-,9.15986
110.05,3375.26,873.9,-99.85714,79.88,-,9.15986
110.1,3369.107,874.1,-102.7619,79.88,-,9.15986
110.15,3366.03,874.2,-99.85714,79.88,-,9.15986
110.2,3359.877,874.4,-96.90476,79.88,-,9.15986
110.25,3353.727,874.6,-96.90476,79.88,-,9.15986
110.3,3347.577,874.8,-96.90476,79.88,-,9.15986
110.35,3341.427,875,-93.95238,79.88,-,9.15986
110.4,3335.279,875.2,-93.95238,79.88,-,9.15986
110.45,3329.132,875.4,-91,79.88,-,9.15986
110.5,3326.06,875.5,-90.95238,79.88,-,9.15986
110.55,3319.914,875.7,-96.80952,79.88,-,9.15986
110.6,3316.843,875.8,-90.90476,79.88,-,9.15986
110.65,3313.77,875.9,-90.85714,79.88,-,9.15986
110.7,3313.77,875.9,-85,79.88,-,9.15986
110.75,3313.77,875.9,-82.04762,79.88,-,9.15986
110.8,3313.77,875.9,-76.19048,79.88,-,9.15986
110.85,3316.843,875.8,-70.33334,79.88,-,9.15986
110.9,3316.843,875.8,-67.38095,79.88,-,9.15986
110.95,3310.699,876,-70.28571,79.88,-,9.15986
111,3304.557,876.2,-73.19048,79.88,-,9.140412
111.05,3304.557,876.2,-73.19048,79.88,-,9.140412
111.1,3301.487,876.3,-70.2381,79.88,-,9.140412
111.15,3295.346,876.5,-70.2381,79.88,-,9.140412
111.2,3286.138,876.8,-76.04762,79.88,-,9.140412
111.25,3276.932,877.1,-78.95238,79.88,-,9.140412
111.3,3270.796,877.3,-78.95238,79.88,-,9.140412
111.35,3267.727,877.4,-76,79.88,-,9.140412
111.4,3267.727,877.4,-70.14286,79.88,-,9.140412
111.45,3264.66,877.5,-67.19048,79.88,-,9.140412
111.5,3261.594,877.6,-64.2381,79.88,-,9.140412
111.55,3252.393,877.9,-70.09524,79.88,-,9.140412
111.6,3246.263,878.1,-70.09524,79.88,-,9.140412
111.65,3237.067,878.4,-75.95238,79.88,-,9.140412
111.7,3234.003,878.5,-75.95238,79.88,-,9.140412
111.75,3224.812,878.8,-84.71429,79.88,-,9.140412
111.8,3218.685,879,-90.57143,79.88,-,9.140412
111.85,3212.56,879.2,-96.42857,79.88,-,9.140412
111.9,3206.435,879.4,-105.1429,79.88,-,9.140412
111.95,3200.314,879.6,-110.9524,79.88,-,9.140412
112,3197.251,879.7,-108,79.7,-,9.140412
112.05,3188.07,880,-110.9048,79.7,-,9.140412
112.1,3185.011,880.1,-113.8095,79.7,-,9.140412
112.15,3181.95,880.2,-113.8095,79.7,-,9.140412
112.2,3178.892,880.3,-110.8571,79.7,-,9.140412
112.25,3175.832,880.4,-105,79.7,-,9.140412
112.3,3172.773,880.5,-99.14286,79.7,-,9.140412
112.35,3169.716,880.6,-96.19048,79.7,-,9.140412
112.4,3166.656,880.7,-96.19048,79.7,-,9.140412
112.45,3163.599,880.8,-99.09524,79.7,-,9.140412
112.5,3163.599,880.8,-96.19048,79.7,-,9.140412
112.55,3160.54,880.9,-96.19048,79.7,-,9.140412
112.6,3154.427,881.1,-93.2381,79.7,-,9.140412
112.65,3151.369,881.2,-90.28571,79.7,-,9.140412
112.7,3148.313,881.3,-84.42857,79.7,-,9.140412
112.75,3145.256,881.4,-84.42857,79.7,-,9.140412
112.8,3139.146,881.6,-81.47619,79.7,-,9.140412
112.85,3133.035,881.8,-81.42857,79.7,-,9.140412
112.9,3129.979,881.9,-78.47619,79.7,-,9.140412
112.95,3126.925,882,-75.57143,79.7,-,9.140412
113,3126.925,882,-69.7619,79.7,-,9.140412
113.05,3126.925,882,-66.85714,79.7,-,9.140412
113.1,3129.979,881.9,-55.19048,79.7,-,9.140412
113.15,3126.925,882,-55.19048,79.7,-,9.140412
113.2,3117.763,882.3,-61,79.7,-,9.140412
113.25,3120.816,882.2,-55.19048,79.7,-,9.140412
113.3,3117.763,882.3,-55.19048,79.7,-,9.140412
113.35,3114.709,882.4,-55.19048,79.7,-,9.140412
113.4,3108.604,882.6,-58.09524,79.7,-,9.140412
113.45,3099.446,882.9,-63.90476,79.7,-,9.140412
113.5,3096.395,883,-63.90476,79.7,-,9.140412
113.55,3090.292,883.2,-69.71429,79.7,-,9.140412
113.6,3078.09,883.6,-78.42857,79.7,-,9.140412
113.65,3071.991,883.8,-78.42857,79.7,-,9.140412
113.7,3075.04,883.7,-72.61905,79.7,-,9.140412
113.75,3071.991,883.8,-72.61905,79.7,-,9.140412
113.8,3068.94,883.9,-72.61905,79.7,-,9.140412
113.85,3062.844,884.1,-72.61905,79.7,-,9.140412
113.9,3059.794,884.2,-69.71429,79.7,-,9.140412
113.95,3056.747,884.3,-69.71429,79.7,-,9.140412
114,3056.747,884.3,-66.80952,79.88,-,9.15986
114.05,3047.605,884.6,-75.52381,79.88,-,9.15986
114.1,3041.51,884.8,-81.33334,79.88,-,9.15986
114.15,3035.417,885,-90.04762,79.88,-,9.15986
114.2,3029.325,885.2,-92.95238,79.88,-,9.15986
114.25,3026.281,885.3,-87.14286,79.88,-,9.15986
114.3,3029.325,885.2,-87.14286,79.88,-,9.15986
114.35,3020.19,885.5,-92.95238,79.88,-,9.15986
114.4,3017.147,885.6,-92.95238,79.88,-,9.15986
114.45,3017.147,885.6,-87.14286,79.88,-,9.15986
114.5,3011.058,885.8,-84.2381,79.88,-,9.15986
114.55,3004.971,886,-87.14286,79.88,-,9.15986
114.6,3001.928,886.1,-84.2381,79.88,-,9.15986
114.65,3001.928,886.1,-72.61905,79.88,-,9.15986
114.7,3001.928,886.1,-66.80952,79.88,-,9.15986
114.75,2995.843,886.3,-75.52381,79.88,-,9.15986
114.8,2980.634,886.8,-87.09524,79.88,-,9.15986
114.85,2962.391,887.4,-101.5714,79.88,-,9.15986
114.9,2956.314,887.6,-101.5714,79.88,-,9.15986
114.95,2956.314,887.6,-98.66666,79.88,-,9.15986
115,2956.314,887.6,-95.7619,79.88,-,9.120965
115.05,2941.124,888.1,-110.2381,79.88,-,9.120965
115.1,2932.011,888.4,-110.1905,79.88,-,9.120965
115.15,2928.975,888.5,-107.2857,79.88,-,9.120965
115.2,2925.94,888.6,-104.381,79.88,-,9.120965
115.25,2922.903,888.7,-101.4762,79.88,-,9.120965
115.3,2916.831,888.9,-104.3333,79.88,-,9.120965
115.35,2904.694,889.3,-118.8095,79.88,-,9.120965
115.4,2898.626,889.5,-115.8571,79.88,-,9.120965
115.45,2889.527,889.8,-121.619,79.88,-,9.120965
115.5,2886.493,889.9,-124.5238,79.88,-,9.120965
115.55,2880.43,890.1,-124.4762,79.88,-,9.120965
115.6,2877.397,890.2,-121.5714,79.88,-,9.120965
115.65,2874.366,890.3,-121.5714,79.88,-,9.120965
115.7,2874.366,890.3,-121.5714,79.88,-,9.120965
115.75,2871.334,890.4,-124.4762,79.88,-,9.120965
115.8,2868.304,890.5,-121.5714,79.88,-,9.120965
115.85,2868.304,890.5,-107.0952,79.88,-,9.120965
115.9,2865.274,890.6,-92.61905,79.88,-,9.120965
115.95,2865.274,890.6,-86.80952,79.88,-,9.120965
116,2862.242,890.7,-89.71429,79.88,-,9.140412
116.05,2865.274,890.6,-86.80952,79.88,-,9.140412
116.1,2862.242,890.7,-75.2381,79.88,-,9.140412
116.15,2856.182,890.9,-72.33334,79.88,-,9.140412
116.2,2853.153,891,-72.33334,79.88,-,9.140412
116.25,2844.066,891.3,-78.09524,79.88,-,9.140412
116.3,2834.982,891.6,-83.85714,79.88,-,9.140412
116.35,2831.953,891.7,-81,79.88,-,9.140412
116.4,2831.953,891.7,-69.42857,79.88,-,9.140412
116.45,2822.872,892,-72.33334,79.88,-,9.140412
116.5,2822.872,892,-63.66667,79.88,-,9.140412
116.55,2810.767,892.4,-72.28571,79.88,-,9.140412
116.6,2801.692,892.7,-75.19048,79.88,-,9.140412
116.65,2798.668,892.8,-75.14286,79.88,-,9.140412
116.7,2792.619,893,-78,79.88,-,9.140412
116.75,2789.596,893.1,-80.85714,79.88,-,9.140412
116.8,2783.549,893.3,-83.71429,79.88,-,9.140412
116.85,2780.525,893.4,-83.66666,79.88,-,9.140412
116.9,2777.503,893.5,-86.52381,79.88,-,9.140412
116.95,2777.503,893.5,-83.61905,79.88,-,9.140412
117,2774.481,893.6,-86.47619,79.7,-,9.15986
117.05,2765.414,893.9,-92.19048,79.7,-,9.15986
117.1,2759.373,894.1,-100.8571,79.7,-,9.15986
117.15,2759.373,894.1,-97.95238,79.7,-,9.15986
117.2,2753.331,894.3,-97.95238,79.7,-,9.15986
